Latitude,Longitude,Altitude,Time,VCP0.32,VCP0.32_inph,VCP0.71,VCP0.71_inph,VCP1.14,VCP1.14_inph,Inv.Cond.1 [mS/m],Inv.Cond.2 [mS/m],Inv.Thick [m],Inv.RMS [%],Note
5224.469262N,00220.633611W,36.29,12:37:02.76,12.19,2.11,14.32,2.45,15.08,4.57,5.19,16.9,0.4,6,
5224.468870N,00220.633806W,36.16,12:37:03.82,11.96,2.16,14.68,2.56,15.48,4.83,5.32,17.34,0.4,6.3,
5224.468569N,00220.633947W,36,12:37:04.72,11.19,2.14,14.49,2.48,15.63,4.68,6.76,19.83,1,3.1,
5224.468276N,00220.634125W,35.97,12:37:05.77,9.58,2.17,13.66,2.47,15.79,4.77,2.15,20.22,0.7,3.8,
5224.467880N,00220.634391W,35.88,12:37:06.82,10.41,2.15,14,2.48,16.1,4.68,2.2,20.62,0.7,2.9,
5224.467484N,00220.634585W,35.73,12:37:07.72,11.04,2.19,14.6,2.51,16.3,4.66,7.05,20.68,1,2.9,
5224.467156N,00220.634951W,35.6,12:37:08.76,10.95,2.22,15.08,2.58,17.13,4.94,2.34,21.94,0.7,1.9,
5224.466804N,00220.635339W,35.45,12:37:09.81,11.73,2.18,15.67,2.63,17.57,4.99,2.4,22.5,0.7,3,
5224.466374N,00220.635751W,35.19,12:37:10.71,12.57,2.18,15.92,2.75,17.26,5.12,7.47,21.9,1,3.1,
5224.465934N,00220.636026W,35.12,12:37:11.76,11.28,2.18,15.53,2.68,16.8,4.92,7.27,21.31,1,4,
5224.465594N,00220.636432W,34.99,12:37:12.81,10.79,2.2,15.04,2.55,16.53,4.78,2.25,21.17,0.7,2.9,
5224.465180N,00220.636798W,34.83,12:37:13.71,10.64,2.18,14.56,2.51,16.14,4.82,2.2,20.67,0.7,3,
5224.464754N,00220.637001W,34.68,12:37:14.77,11.04,2.17,14.8,2.52,16.05,4.84,6.95,20.36,1,3.4,
5224.464369N,00220.637425W,34.58,12:37:15.82,11.01,2.17,14.94,2.54,16,4.92,6.92,20.3,1,3.8,
5224.463919N,00220.637780W,34.38,12:37:16.71,11.3,2.15,14.77,2.51,16.13,4.83,6.98,20.46,1,2.5,
5224.463497N,00220.638118W,34.22,12:37:17.76,10.49,2.12,14.48,2.47,15.93,4.81,2.17,20.4,0.7,3.3,
5224.463349N,00220.638327W,34.24,12:37:18.81,10.43,2.1,14.42,2.47,15.99,4.76,2.18,20.48,0.7,2.8,
5224.463355N,00220.638332W,34.24,12:37:19.71,10.69,2.11,14.55,2.46,15.93,4.76,6.89,20.21,1,4,
5224.463091N,00220.638460W,34.17,12:37:20.76,10.88,2.14,14.49,2.5,15.7,4.82,6.79,19.92,1,3.3,
5224.462704N,00220.638869W,34.11,12:37:21.81,9.66,2.18,13.9,2.54,16.38,4.98,3.2,24.47,1,7.3,
5224.462261N,00220.639233W,34.12,12:37:22.71,8.59,2.18,13.09,2.46,15.66,4.66,4.27,28.32,1.7,3,
5224.461807N,00220.639794W,34.04,12:37:23.76,8.62,2.17,12.98,2.5,15.34,4.72,3,22.92,1,6.4,
5224.461384N,00220.640206W,33.99,12:37:24.81,8.64,2.16,12.79,2.44,15.09,4.77,2.95,22.54,1,7,
5224.460902N,00220.640768W,33.91,12:37:25.71,7.92,2.17,12.13,2.48,14.86,4.74,4.05,26.87,1.7,3.5,
5224.460478N,00220.641250W,33.82,12:37:26.76,8.08,2.14,12.23,2.49,14.74,4.7,4.02,26.65,1.7,3.2,
5224.460049N,00220.641702W,33.75,12:37:27.66,8.12,2.16,11.9,2.49,14.36,4.69,3.72,23.67,1.5,2.5,
5224.459583N,00220.642055W,33.67,12:37:28.71,7.69,2.15,11.58,2.47,13.84,4.64,3.59,22.81,1.5,2.9,
5224.459068N,00220.642532W,33.71,12:37:29.76,7.9,2.14,11.6,2.47,13.65,4.65,2.17,19.07,0.9,7.3,
5224.458573N,00220.642891W,33.67,12:37:30.66,8.26,2.14,11.79,2.45,13.78,4.59,1.96,17.29,0.6,6,
5224.458032N,00220.643194W,33.73,12:37:31.71,7.23,2.14,11.1,2.43,13.43,4.52,3.48,22.14,1.5,3.4,
5224.457567N,00220.643529W,33.79,12:37:32.76,6.87,2.17,10.78,2.44,13.14,4.65,1.21,20.89,1.2,3.9,
5224.457099N,00220.643952W,33.78,12:37:33.66,7.21,2.18,10.75,2.48,12.79,4.62,3.32,21.08,1.5,2.2,
5224.456577N,00220.644369W,33.77,12:37:34.71,7.5,2.18,11.12,2.47,13.12,4.55,2.09,18.33,0.9,6.7,
5224.456011N,00220.644951W,33.7,12:37:35.76,7.09,2.15,10.76,2.44,12.79,4.56,3.32,21.08,1.5,2.7,
5224.455486N,00220.645580W,33.62,12:37:36.66,7.79,2.16,11.37,2.48,13.46,4.58,2.14,18.81,0.9,7.4,
5224.455107N,00220.645972W,33.66,12:37:37.71,7.86,2.13,11.18,2.45,13.04,4.63,1.85,16.37,0.6,5.4,
5224.454641N,00220.646107W,33.56,12:37:38.76,7.82,2.15,11.26,2.48,12.97,4.46,1.84,16.28,0.6,4.9,
5224.453994N,00220.646763W,33.66,12:37:39.66,7.66,2.16,11.06,2.46,12.93,4.58,2.06,18.07,0.9,7.5,
5224.453555N,00220.647225W,33.68,12:37:40.71,7.23,2.16,11.05,2.48,13.25,4.6,3.44,21.84,1.5,3.2,
5224.453096N,00220.647661W,33.66,12:37:41.76,7.2,2.17,11.08,2.48,13.38,4.67,3.47,22.05,1.5,3.5,
5224.452669N,00220.648021W,33.61,12:37:42.66,7.71,2.15,11.3,2.49,13.19,4.57,2.1,18.43,0.9,7.1,
5224.452198N,00220.648310W,33.63,12:37:43.71,7.42,2.15,10.99,2.49,12.94,4.68,2.06,18.08,0.9,6.7,
5224.451716N,00220.648669W,33.62,12:37:44.76,7.55,2.16,11.29,2.49,13.21,4.7,2.1,18.46,0.9,6.5,
5224.451192N,00220.649033W,33.49,12:37:45.66,8.13,2.14,11.57,2.49,13.34,4.66,1.9,16.74,0.6,4.7,
5224.450606N,00220.649370W,33.46,12:37:46.71,7.96,2.16,11.49,2.49,13.35,4.68,2.12,18.65,0.9,7.6,
5224.450105N,00220.649779W,33.38,12:37:47.76,7.91,2.16,11.54,2.5,13.35,4.63,2.12,18.65,0.9,7.3,
5224.449630N,00220.650115W,33.35,12:37:48.66,7.74,2.17,11.52,2.53,13.83,4.8,3.59,22.8,1.5,2.5,
5224.449168N,00220.650575W,33.24,12:37:49.71,7.28,2.13,10.83,2.49,12.67,4.61,2.01,17.7,0.9,6.4,
5224.448701N,00220.650973W,33.15,12:37:50.76,7.4,2.11,10.73,2.47,12.65,4.55,2.01,17.68,0.9,7.2,
5224.448191N,00220.651326W,33.16,12:37:51.66,7.23,2.13,10.77,2.45,12.78,4.55,3.31,21.07,1.5,2.4,
5224.447674N,00220.651723W,33.13,12:37:52.71,7.31,2.12,10.93,2.47,12.91,4.54,2.05,18.04,0.9,6.4,
5224.447150N,00220.652035W,33.13,12:37:53.76,7.35,2.12,10.88,2.49,12.79,4.64,2.03,17.87,0.9,6.6,
5224.446544N,00220.652420W,33.1,12:37:54.66,7.23,2.1,10.61,2.43,12.73,4.52,3.3,20.98,1.5,2.2,
5224.446088N,00220.652796W,33.08,12:37:55.71,7.19,2.13,10.84,2.48,12.69,4.56,2.02,17.73,0.9,6,
5224.445563N,00220.653108W,33.02,12:37:56.76,6.97,2.12,10.65,2.46,13.07,4.59,3.39,21.54,1.5,3.2,
5224.445010N,00220.653534W,32.96,12:37:57.66,7.07,2.13,10.94,2.49,13.28,4.7,1.22,21.11,1.2,4.6,
5224.444471N,00220.653859W,32.86,12:37:58.71,7.19,2.11,11.1,2.43,13.17,4.57,3.42,21.71,1.5,3.5,
5224.443957N,00220.654169W,32.86,12:37:59.76,6.92,2.13,10.86,2.48,13.24,4.62,1.22,21.05,1.2,3.9,
5224.443402N,00220.654644W,32.73,12:38:00.66,7.09,2.14,11.16,2.52,13.77,4.85,1.27,21.89,1.2,3.3,
5224.442828N,00220.655106W,32.61,12:38:01.71,7.21,2.12,11.23,2.52,13.54,4.8,1.25,21.53,1.2,5,
5224.442295N,00220.655579W,32.49,12:38:02.76,7.29,2.14,11.35,2.52,13.85,4.75,1.27,22.02,1.2,4.3,
5224.441727N,00220.656017W,32.4,12:38:03.66,7.25,2.13,11.26,2.51,13.38,4.8,3.47,22.05,1.5,3.8,
5224.441122N,00220.656313W,32.34,12:38:04.71,7.33,2.1,11.13,2.49,13.44,4.72,3.49,22.15,1.5,3.1,
5224.440533N,00220.656614W,32.35,12:38:05.76,7.17,2.13,11.18,2.52,13.32,4.83,3.45,21.96,1.5,3.9,
5224.439941N,00220.656928W,32.27,12:38:06.66,7.08,2.12,11.1,2.48,13.28,4.71,3.44,21.89,1.5,4.1,
5224.439308N,00220.657197W,32.29,12:38:07.71,6.87,2.14,10.85,2.49,13.48,4.67,1.24,21.43,1.2,2.6,
5224.438743N,00220.657478W,32.3,12:38:08.76,7.13,2.13,11.1,2.48,13.28,4.7,3.44,21.89,1.5,3.8,
5224.438174N,00220.657793W,32.29,12:38:09.66,7.26,2.14,11.36,2.52,13.45,4.82,2.14,18.79,0.9,7.9,
5224.437547N,00220.658082W,32.15,12:38:10.71,7.24,2.12,11.42,2.52,13.75,4.83,1.27,21.86,1.2,4.7,
5224.436957N,00220.658333W,32.14,12:38:11.76,7.1,2.14,11.26,2.5,13.63,4.75,1.25,21.67,1.2,4.2,
5224.436356N,00220.658655W,31.99,12:38:12.66,7.31,2.14,11.56,2.52,13.63,4.79,2.17,19.05,0.9,8.1,
5224.435767N,00220.658941W,32,12:38:13.71,7.4,2.14,11.61,2.5,13.86,4.89,3.59,22.85,1.5,4.3,
5224.435243N,00220.659214W,31.94,12:38:14.76,7.23,2.13,11.33,2.54,13.6,4.72,1.25,21.62,1.2,5.1,
5224.434692N,00220.659598W,31.87,12:38:15.66,7.31,2.13,11.47,2.52,13.77,4.82,1.27,21.89,1.2,5.1,
5224.434149N,00220.660007W,31.79,12:38:16.71,7.22,2.11,11.37,2.48,13.66,4.73,1.26,21.72,1.2,4.9,
5224.433576N,00220.660397W,31.73,12:38:17.76,7.08,2.12,11.1,2.48,13.16,4.72,2.09,18.39,0.9,8,
5224.433028N,00220.660681W,31.72,12:38:18.66,6.92,2.13,10.88,2.51,12.79,4.78,2.03,17.87,0.9,7.3,
5224.432458N,00220.661029W,31.66,12:38:19.71,6.98,2.13,10.93,2.53,12.63,4.76,2.01,17.65,0.9,5.9,
5224.431890N,00220.661484W,31.53,12:38:20.76,6.77,2.14,10.69,2.5,12.38,4.72,1.97,17.3,0.9,6.3,
5224.431346N,00220.661882W,31.56,12:38:21.66,6.73,2.14,10.75,2.52,12.43,4.76,1.98,17.37,0.9,6.6,
5224.430888N,00220.662360W,31.39,12:38:22.71,6.66,2.12,10.58,2.52,12.3,4.73,1.96,17.19,0.9,6.7,
5224.430523N,00220.662721W,31.4,12:38:23.76,6.88,2.14,10.54,2.53,12.64,4.75,3.28,20.83,1.5,3,
5224.430073N,00220.662962W,31.35,12:38:24.66,6.65,2.11,10.43,2.5,12.6,4.82,1.16,20.03,1.2,4.2,
5224.429729N,00220.663236W,31.33,12:38:25.71,6.01,2.1,9.74,2.49,12.29,4.72,1.13,19.54,1.2,2.1,
5224.429377N,00220.663273W,31.29,12:38:26.76,5.42,2.09,9.3,2.45,12.07,4.61,0.5,20.91,1.3,4.2,
5224.429125N,00220.663036W,31.35,12:38:27.66,4.9,2.11,8.88,2.42,12.25,4.47,0.72,31.16,2.2,2,
5224.429005N,00220.662822W,31.33,12:38:28.71,4.83,2.14,8.88,2.42,12.04,4.46,0.71,30.62,2.2,2.5,
5224.428914N,00220.662513W,31.27,12:38:29.76,5.09,2.15,9.03,2.45,12.04,4.58,0.71,30.62,2.2,4.7,
5224.428942N,00220.662582W,31.25,12:38:30.66,5.24,2.1,9.01,2.43,11.97,4.53,0.5,20.73,1.3,5.6,
5224.428999N,00220.662965W,31.16,12:38:31.71,5.09,2.11,8.73,2.46,11.65,4.56,1.66,32.07,2.7,2.8,
5224.429011N,00220.663364W,30.99,12:38:32.61,5.09,2.11,8.88,2.45,11.6,4.52,0.49,20.09,1.3,5.1,
5224.429042N,00220.663670W,30.88,12:38:33.66,5.23,2.11,8.9,2.46,11.66,4.59,0.49,20.19,1.3,4.6,
5224.428976N,00220.663603W,30.81,12:38:34.71,5.45,2.1,9.12,2.45,11.61,4.61,0.49,20.11,1.3,5.1,
5224.428929N,00220.663606W,30.73,12:38:35.61,5.36,2.11,8.98,2.46,11.83,4.61,0.49,20.49,1.3,5,
5224.428918N,00220.663668W,30.67,12:38:36.66,5.48,2.11,9.13,2.45,11.68,4.58,0.49,20.23,1.3,5.2,
5224.428942N,00220.663738W,30.64,12:38:37.71,5.39,2.09,8.88,2.42,11.35,4.42,1.04,18.04,1.2,3.7,
5224.428994N,00220.663574W,30.63,12:38:38.61,4.99,2.05,8.08,2.37,10.38,4.17,0.96,16.5,1.2,4.1,
5224.429031N,00220.663633W,30.57,12:38:39.65,4.97,2.09,7.96,2.38,10.03,4.26,0.95,15.52,1.2,2.4,
5224.429057N,00220.663618W,30.56,12:38:40.70,4.77,2.12,7.88,2.4,10.12,4.37,0.48,16.97,1.3,6.3,
5224.429065N,00220.663563W,30.55,12:38:41.61,4.73,2.15,7.8,2.38,10.11,4.2,0.48,16.95,1.3,6.4,
5224.429119N,00220.663596W,30.55,12:38:42.66,4.91,2.14,7.87,2.36,10.13,4.18,0.96,15.67,1.2,3.9,
5224.429205N,00220.663594W,30.57,12:38:43.71,5.11,2.15,7.94,2.41,9.85,4.1,0.93,15.24,1.2,2.8,
5224.429217N,00220.663448W,30.57,12:38:44.61,5.52,2.14,8.32,2.4,10.09,4.23,2.5,15.73,1.4,3.1,
5224.429571N,00220.663317W,30.64,12:38:45.66,4.78,2.16,8.02,2.45,10.45,4.39,0.44,18.1,1.3,5.7,
5224.430073N,00220.662965W,30.73,12:38:46.70,5.34,2.16,8.63,2.44,10.78,4.38,0.99,17.14,1.2,2.3,
5224.430552N,00220.662694W,30.85,12:38:47.61,5.84,2.16,8.98,2.47,11.3,4.62,1.04,17.96,1.2,2.3,
5224.431081N,00220.662348W,30.92,12:38:48.66,5.63,2.18,8.91,2.46,11.42,4.51,1.05,18.15,1.2,2.5,
5224.431652N,00220.661899W,30.98,12:38:49.71,5.56,2.15,8.71,2.46,11.45,4.42,1.05,18.2,1.2,3.9,
5224.432209N,00220.661496W,31.08,12:38:50.61,5.4,2.15,8.9,2.48,11.8,4.52,0.49,20.44,1.3,5.6,
5224.432710N,00220.660990W,31.27,12:38:51.66,5.56,2.15,9.2,2.48,11.83,4.56,0.49,20.49,1.3,5.4,
5224.433257N,00220.660545W,31.42,12:38:52.70,5.82,2.14,9.31,2.48,11.84,4.46,1.09,18.82,1.2,2.1,
5224.433752N,00220.660175W,31.49,12:38:53.61,5.58,2.14,9.18,2.51,12.16,4.57,0.51,21.06,1.3,5.7,
5224.434242N,00220.659719W,31.56,12:38:54.65,6.11,2.14,9.78,2.48,12.51,4.51,1.15,19.89,1.2,2.7,
5224.434738N,00220.659357W,31.69,12:38:55.71,6.41,2.13,10.1,2.5,12.65,4.52,1.16,20.11,1.2,1.8,
5224.435205N,00220.659045W,31.79,12:38:56.61,6.19,2.13,10.04,2.5,12.78,4.52,1.18,20.32,1.2,3,
5224.435705N,00220.658492W,31.96,12:38:57.66,5.89,2.13,9.8,2.48,12.51,4.46,0.52,21.67,1.3,5.4,
5224.436178N,00220.657962W,32.13,12:38:58.71,6.13,2.12,9.8,2.46,12.38,4.36,1.14,19.68,1.2,1.8,
5224.436732N,00220.657551W,32.32,12:38:59.61,6.3,2.12,9.84,2.43,12.65,4.36,1.16,20.11,1.2,2.3,
5224.437289N,00220.657095W,32.5,12:39:00.66,5.79,2.14,9.59,2.48,12.31,4.51,0.51,21.32,1.3,5.4,
5224.437854N,00220.656707W,32.68,12:39:01.71,5.88,2.13,9.64,2.45,12.42,4.42,0.52,21.51,1.3,5.8,
5224.438432N,00220.656241W,32.89,12:39:02.61,5.85,2.13,9.93,2.43,12.99,4.42,0.54,22.5,1.3,5,
5224.439006N,00220.655832W,33.07,12:39:03.66,5.85,2.12,9.72,2.43,12.52,4.39,0.52,21.68,1.3,5.4,
5224.439536N,00220.655502W,33.18,12:39:04.71,5.86,2.13,9.68,2.49,12.15,4.54,1.12,19.32,1.2,2.5,
5224.440088N,00220.655201W,33.28,12:39:05.61,5.9,2.12,9.66,2.43,12.43,4.34,0.52,21.53,1.3,5.9,
5224.440627N,00220.654966W,33.25,12:39:06.66,5.62,2.12,9.78,2.47,12.69,4.43,0.53,21.98,1.3,4.7,
5224.441182N,00220.654393W,33.45,12:39:07.71,5.36,2.13,9.32,2.44,12.4,4.44,1.76,34.13,2.7,3.3,
5224.441715N,00220.653941W,33.61,12:39:08.61,5.76,2.13,9.48,2.45,12.27,4.35,0.51,21.25,1.3,5.6,
5224.442290N,00220.653572W,33.69,12:39:09.65,5.78,2.12,9.63,2.43,12.53,4.26,0.52,21.7,1.3,5.4,
5224.442804N,00220.653216W,33.62,12:39:10.70,5.51,2.13,9.71,2.44,12.61,4.29,0.53,21.84,1.3,5.2,
5224.443378N,00220.652839W,33.67,12:39:11.61,5.48,2.13,9.63,2.44,12.29,4.46,0.51,21.29,1.3,3.8,
5224.443933N,00220.652521W,33.68,12:39:12.66,5.33,2.12,9.22,2.41,12.1,4.35,0.51,20.96,1.3,5,
5224.444468N,00220.652148W,33.69,12:39:13.71,5.38,2.13,9.21,2.42,12.26,4.38,1.74,33.75,2.7,2.7,
5224.445091N,00220.651784W,33.67,12:39:14.61,5.26,2.12,9.3,2.42,12.26,4.28,0.51,21.23,1.3,6.2,
5224.445743N,00220.651388W,33.71,12:39:15.66,5.21,2.14,9.29,2.46,12.26,4.46,0.51,21.23,1.3,6.5,
5224.446342N,00220.651037W,33.74,12:39:16.71,5.2,2.13,9.27,2.4,12.17,4.24,0.51,21.08,1.3,6.1,
5224.446905N,00220.650596W,33.69,12:39:17.61,5.22,2.14,9.15,2.43,11.9,4.33,0.5,20.61,1.3,4.8,
5224.447503N,00220.650161W,33.87,12:39:18.65,5.75,2.13,9.57,2.43,11.9,4.3,1.1,18.92,1.2,2.7,
5224.448013N,00220.649601W,33.89,12:39:19.70,6.11,2.12,9.91,2.43,12.3,4.32,1.13,19.55,1.2,2,
5224.448502N,00220.649094W,33.87,12:39:20.61,5.95,2.13,9.79,2.47,12.16,4.41,1.12,19.33,1.2,2.4,
5224.448985N,00220.648607W,33.96,12:39:21.66,6.37,2.12,10.09,2.44,12.01,4.35,1.11,19.09,1.2,4.6,
5224.449536N,00220.648154W,34.03,12:39:22.71,6.67,2.12,10.25,2.46,12.06,4.37,1.92,16.85,0.9,6.3,
5224.450072N,00220.647701W,34.1,12:39:23.61,6.68,2.12,10.33,2.44,12.17,4.34,1.93,17.01,0.9,6.6,
5224.450490N,00220.647319W,34.15,12:39:24.65,6.5,2.12,10.51,2.46,12.41,4.32,2.18,20.87,1.3,9.3,
5224.450967N,00220.646893W,34.11,12:39:25.70,6.34,2.11,10.01,2.4,11.94,4.27,1.1,18.98,1.2,4.5,
5224.451436N,00220.646516W,34.19,12:39:26.61,6.57,2.1,10.2,2.39,12.05,4.11,1.92,16.84,0.9,6.9,
5224.451899N,00220.646090W,34.26,12:39:27.66,6.35,2.12,10.06,2.42,12.14,4.34,1.12,19.3,1.2,3.8,
5224.452238N,00220.645663W,34.32,12:39:28.71,6.13,2.12,9.93,2.42,11.85,4.35,1.09,18.84,1.2,3.7,
5224.452651N,00220.645100W,34.39,12:39:29.61,6.68,2.11,9.87,2.42,12.06,4.2,3.13,19.88,1.5,1.6,
5224.453083N,00220.644616W,34.49,12:39:30.66,6.89,2.11,10.13,2.44,11.68,4.19,1.86,16.32,0.9,6.6,
5224.453527N,00220.644175W,34.55,12:39:31.56,6.05,2.13,9.16,2.42,11.04,4.13,2.86,18.2,1.5,2.8,
5224.453984N,00220.643831W,34.57,12:39:32.61,6.01,2.12,9.7,2.44,11.96,4.31,1.1,19.01,1.2,1.7,
5224.454407N,00220.643344W,34.66,12:39:33.66,5.49,2.13,9.38,2.43,11.89,4.26,0.5,20.59,1.3,4.3,
5224.454897N,00220.642773W,34.67,12:39:34.55,5.72,2.13,9.47,2.42,11.85,4.28,1.09,18.84,1.2,2.6,
5224.455359N,00220.642313W,34.72,12:39:35.61,6.02,2.13,9.79,2.43,11.85,4.23,1.09,18.84,1.2,2.7,
5224.455843N,00220.641839W,34.85,12:39:36.66,6.41,2.12,9.84,2.42,11.93,4.28,3.09,19.66,1.5,2.8,
5224.456238N,00220.641328W,34.94,12:39:37.55,6.29,2.12,9.81,2.43,11.81,4.31,3.06,19.47,1.5,3.4,
5224.456698N,00220.640878W,34.95,12:39:38.61,6.09,2.12,9.58,2.43,11.78,4.25,1.08,18.73,1.2,2.8,
5224.457168N,00220.640329W,34.95,12:39:39.65,6.04,2.12,9.62,2.41,11.84,4.21,1.09,18.82,1.2,2.3,
5224.457621N,00220.639786W,35.1,12:39:40.55,6.16,2.13,9.86,2.46,11.93,4.31,1.1,18.97,1.2,3.2,
5224.458120N,00220.639369W,35,12:39:41.61,6.05,2.13,9.87,2.43,12.13,4.28,1.12,19.28,1.2,2.1,
5224.458572N,00220.638865W,35.04,12:39:42.65,5.83,2.13,9.65,2.42,11.91,4.23,1.1,18.93,1.2,2.5,
5224.459094N,00220.638361W,35.07,12:39:43.55,5.86,2.13,9.8,2.42,12.44,4.34,0.52,21.55,1.3,5.2,
5224.459538N,00220.637855W,35.14,12:39:44.61,6.09,2.13,10.01,2.45,12.73,4.42,1.17,20.24,1.2,3.4,
5224.459970N,00220.637497W,35.17,12:39:45.66,5.83,2.13,9.88,2.45,12.55,4.33,0.53,21.74,1.3,4.8,
5224.460442N,00220.637038W,35.26,12:39:46.55,5.93,2.12,9.75,2.45,12.54,4.36,0.52,21.72,1.3,5.8,
5224.460787N,00220.636515W,35.14,12:39:47.61,6.36,2.12,10.33,2.45,12.86,4.4,1.18,20.44,1.2,2.3,
5224.461251N,00220.636065W,35.2,12:39:48.66,6.52,2.13,10.52,2.45,13.34,4.45,1.23,21.21,1.2,2.8,
5224.461765N,00220.635655W,35.25,12:39:49.55,7.07,2.12,11.23,2.47,13.98,4.51,1.29,22.22,1.2,2.5,
5224.462339N,00220.635310W,35.2,12:39:50.61,7.51,2.12,11.82,2.46,14.63,4.56,1.47,24.11,1.2,3.2,
5224.462836N,00220.635005W,35.3,12:39:51.66,7.4,2.12,12.07,2.5,14.98,4.6,1.51,24.69,1.2,2.7,
5224.463278N,00220.634519W,35.5,12:39:52.56,7.73,2.13,12.41,2.59,15.1,4.84,1.52,24.89,1.2,3.4,
5224.463730N,00220.634146W,35.66,12:39:53.61,8.51,2.19,12.99,3.12,15.65,5.38,4.27,28.3,1.7,3,
5224.464182N,00220.633732W,35.76,12:39:54.65,9.39,2.28,15.01,4.29,16.45,6,3.22,24.58,1,5.4,
5224.464712N,00220.633437W,35.82,12:39:55.55,9.68,2.05,15.55,0.79,16.83,5.01,3.29,25.14,1,5.9,
5224.465173N,00220.633236W,35.99,12:39:56.61,9.01,2.13,11.48,3.47,14.83,4.78,6.42,35.96,3,4,
5224.465549N,00220.632962W,36.17,12:39:57.65,8.78,2.14,12.7,3.16,14.81,4.92,2.9,22.13,1,7.8,
5224.465971N,00220.632604W,36.27,12:39:58.56,8.24,2.11,12.62,2.53,14.96,4.7,2.93,22.35,1,7.4,
5224.466398N,00220.632179W,36.45,12:39:59.61,8.53,2.15,12.88,2.56,15.29,4.8,4.17,27.65,1.7,2.8,
5224.466874N,00220.631800W,36.57,12:40:00.66,8.87,2.12,12.99,2.61,15.52,5.06,4.23,28.06,1.7,2.7,
5224.467431N,00220.631519W,36.73,12:40:01.56,8.78,2.08,13.34,2.49,16.05,4.8,4.38,29.02,1.7,2.7,
5224.467896N,00220.631073W,37,12:40:02.61,8.74,2.06,13.07,2.44,15.34,4.67,3,22.92,1,6.5,
5224.468378N,00220.630687W,37.16,12:40:03.65,8.6,2.13,13.21,2.72,14.97,5.64,2.93,22.36,1,5.8,
5224.468818N,00220.630417W,37.39,12:40:04.56,8.59,2.17,13.05,2.8,15.07,5.34,2.95,22.51,1,6.1,
5224.469265N,00220.630062W,37.64,12:40:05.61,9.62,2.27,13.79,3.12,15.81,5.58,2.16,20.25,0.7,3.4,
5224.469754N,00220.629627W,37.9,12:40:06.66,11.1,2.44,15.55,3.65,16.83,6.26,2.29,21.55,0.7,3.6,
5224.470239N,00220.629263W,38.03,12:40:07.56,12.56,2.58,16.43,3.62,17.64,5.95,7.63,22.38,1,2.8,
5224.470725N,00220.628872W,38.23,12:40:08.61,14.86,2.89,16.34,3.48,16.61,4.02,11.13,17.23,0.4,2.8,
5224.471222N,00220.628572W,38.4,12:40:09.65,16.98,3.31,16.72,5.09,15.14,4.7,18.22,6.01,2.9,3.2,
5224.471679N,00220.628216W,38.54,12:40:10.56,13.55,2.76,15.95,4.22,15.11,5.12,10.12,15.68,0.4,4.6,
5224.472220N,00220.628041W,38.7,12:40:11.61,11.29,2.36,14.85,3.11,15.36,4.71,5.92,19.58,0.8,6.9,
5224.472744N,00220.627748W,38.88,12:40:12.66,10.03,2.18,14.07,2.62,15.67,4.59,2.14,20.07,0.7,2.1,
5224.473279N,00220.627420W,39.03,12:40:13.56,10.14,2.27,13.62,2.68,15.59,4.64,2.13,19.96,0.7,3.1,
5224.473748N,00220.627043W,39.21,12:40:14.61,9.52,2.41,13.06,2.79,15.61,4.67,6.76,37.85,3,4.3,
5224.474011N,00220.626767W,39.29,12:40:15.66,8.95,2.16,13.23,2.57,15.77,4.66,4.3,28.51,1.7,2.4,
5224.474504N,00220.626704W,39.49,12:40:16.56,8.24,2.12,13.04,2.46,15.65,4.65,1.58,25.79,1.2,4.5,
5224.474930N,00220.626635W,39.76,12:40:17.60,8.85,2.08,13.2,2.39,15.44,4.33,3.02,23.07,1,6.5,
5224.475340N,00220.626381W,39.86,12:40:18.66,8.16,2.08,12.63,2.38,15.2,4.32,4.15,27.48,1.7,3.7,
5224.475615N,00220.626192W,40,12:40:19.56,8.03,2.09,12.69,2.35,15.29,4.26,1.54,25.2,1.2,4.5,
5224.476001N,00220.625868W,40.21,12:40:20.60,8.28,2.08,12.51,2.36,14.75,4.22,2.89,22.04,1,6.7,
5224.476338N,00220.625612W,40.29,12:40:21.66,8.09,2.09,12.17,2.41,14.37,4.24,2.28,20.08,0.9,6.8,
5224.476502N,00220.625456W,40.38,12:40:22.56,8.61,2.07,12.39,2.41,14.53,4.5,2.84,21.71,1,8.1,
5224.476568N,00220.625478W,40.37,12:40:23.61,8.94,2.09,12.73,2.47,14.71,4.52,2.01,18.84,0.7,4.2,
5224.476520N,00220.625329W,40.35,12:40:24.65,9.18,2.11,13.03,2.53,14.94,4.69,2.04,19.13,0.7,3.4,
5224.476553N,00220.625161W,40.38,12:40:25.56,9.03,2.11,13.36,2.56,15.47,4.92,3.03,23.11,1,6.8,
5224.476522N,00220.625098W,40.4,12:40:26.60,9.66,2.09,14.01,2.56,15.96,4.68,2.18,20.44,0.7,3.3,
5224.476522N,00220.625105W,40.4,12:40:27.65,9.87,2.09,14.02,2.59,15.45,4.87,2.11,19.78,0.7,2.5,
5224.476527N,00220.625139W,40.39,12:40:28.56,10.05,2.08,14.16,2.58,15.7,4.76,2.14,20.1,0.7,2.3,
5224.476556N,00220.625131W,40.37,12:40:29.61,9.92,2.1,14.15,2.56,15.58,4.7,2.12,19.95,0.7,2.4,
